Country,State,State lgd code,Year,Gender,Age group,Type of area,Worker Population Ratio (WPR)_avg,Worker Population Ratio (WPR)_max,Worker Population Ratio (WPR)_min,Worker Population Ratio (WPR)_sum,Worker Population Ratio (WPR)_count,Worker Population Ratio (WPR)_stddev,Worker Population Ratio (WPR)_LandAreaWeight,Worker Population Ratio (WPR)_TotalPopulationWeight,Worker Population Ratio (WPR)_NumberOfHouseholdsWeight,Worker Population Ratio (WPR)_TotalPopulationMaleWeight,Worker Population Ratio (WPR)_TotalPopulationFemaleWeight
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Female,all years,Total,36.9,36.9,36.9,36.9,1,,,36.9,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Female,all years,Urban,22.0,22.0,22.0,22.0,1,,,22.0,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Rural,62.6,62.6,62.6,62.6,1,,,62.6,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Total,59.6,59.6,59.6,59.6,1,,,59.6,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Urban,45.3,45.3,45.3,45.3,1,,,45.3,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Rural,84.3,84.3,84.3,84.3,1,,,84.3,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Total,82.8,82.8,82.8,82.8,1,,,82.8,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Urban,75.3,75.3,75.3,75.3,1,,,75.3,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Rural,80.5,80.5,80.5,80.5,1,,,80.5,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Total,78.9,78.9,78.9,78.9,1,,,78.9,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Urban,70.8,70.8,70.8,70.8,1,,,70.8,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Male,all years,Rural,60.1,60.1,60.1,60.1,1,,,60.1,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Male,all years,Total,59.4,59.4,59.4,59.4,1,,,59.4,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Male,all years,Urban,55.8,55.8,55.8,55.8,1,,,55.8,,,
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Rural,48.9,48.9,48.9,48.9,1,,48.9,48.9,48.9,48.9,48.9
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Total,46.3,46.3,46.3,46.3,1,,46.3,46.3,46.3,46.3,46.3
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Urban,32.8,32.8,32.8,32.8,1,,32.8,32.8,32.8,32.8,32.8
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Rural,69.4,69.4,69.4,69.4,1,,69.4,69.4,69.4,69.4,69.4
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Total,66.8,66.8,66.8,66.8,1,,66.8,66.8,66.8,66.8,66.8
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Urban,52.8,52.8,52.8,52.8,1,,52.8,52.8,52.8,52.8,52.8
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Rural,65.4,65.4,65.4,65.4,1,,65.4,65.4,65.4,65.4,65.4
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Total,62.9,62.9,62.9,62.9,1,,62.9,62.9,62.9,62.9,62.9
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Urban,49.6,49.6,49.6,49.6,1,,49.6,49.6,49.6,49.6,49.6
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Rural,49.5,49.5,49.5,49.5,1,,49.5,49.5,49.5,49.5,49.5
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Total,47.9,47.9,47.9,47.9,1,,47.9,47.9,47.9,47.9,47.9
India,Odisha,21,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Urban,39.2,39.2,39.2,39.2,1,,39.2,39.2,39.2,39.2,39.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Rural,35.6,35.6,35.6,35.6,1,,,35.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Total,31.3,31.3,31.3,31.3,1,,,31.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Urban,14.3,14.3,14.3,14.3,1,,,14.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Rural,57.1,57.1,57.1,57.1,1,,,57.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Total,51.2,51.2,51.2,51.2,1,,,51.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Urban,28.0,28.0,28.0,28.0,1,,,28.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Rural,52.8,52.8,52.8,52.8,1,,,52.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Total,47.6,47.6,47.6,47.6,1,,,47.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Urban,27.0,27.0,27.0,27.0,1,,,27.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Female,all years,Rural,38.8,38.8,38.8,38.8,1,,,38.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Female,all years,Total,35.3,35.3,35.3,35.3,1,,,35.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Female,all years,Urban,20.8,20.8,20.8,20.8,1,,,20.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Rural,56.1,56.1,56.1,56.1,1,,,56.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Total,54.9,54.9,54.9,54.9,1,,,54.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Urban,49.9,49.9,49.9,49.9,1,,,49.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Rural,80.8,80.8,80.8,80.8,1,,,80.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Total,79.9,79.9,79.9,79.9,1,,,79.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Urban,76.3,76.3,76.3,76.3,1,,,76.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Rural,77.5,77.5,77.5,77.5,1,,,77.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Total,76.6,76.6,76.6,76.6,1,,,76.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Urban,73.0,73.0,73.0,73.0,1,,,73.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Male,all years,Rural,55.6,55.6,55.6,55.6,1,,,55.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Male,all years,Total,55.4,55.4,55.4,55.4,1,,,55.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Male,all years,Urban,54.5,54.5,54.5,54.5,1,,,54.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Persons,15-29,Rural,46.2,46.2,46.2,46.2,1,,46.2,46.2,46.2,46.2,46.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Persons,15-29,Total,43.5,43.5,43.5,43.5,1,,43.5,43.5,43.5,43.5,43.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Persons,15-29,Urban,32.5,32.5,32.5,32.5,1,,32.5,32.5,32.5,32.5,32.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Persons,15-59,Rural,69.3,69.3,69.3,69.3,1,,69.3,69.3,69.3,69.3,69.3
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Persons,15-59,Total,65.9,65.9,65.9,65.9,1,,65.9,65.9,65.9,65.9,65.9
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Persons,15-59,Urban,52.2,52.2,52.2,52.2,1,,52.2,52.2,52.2,52.2,52.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Persons,15 years and above,Rural,65.5,65.5,65.5,65.5,1,,65.5,65.5,65.5,65.5,65.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Persons,15 years and above,Total,62.4,62.4,62.4,62.4,1,,62.4,62.4,62.4,62.4,62.4
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Persons,15 years and above,Urban,50.0,50.0,50.0,50.0,1,,50.0,50.0,50.0,50.0,50.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Persons,all years,Rural,47.5,47.5,47.5,47.5,1,,47.5,47.5,47.5,47.5,47.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Persons,all years,Total,45.7,45.7,45.7,45.7,1,,45.7,45.7,45.7,45.7,45.7
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2017",Persons,all years,Urban,37.9,37.9,37.9,37.9,1,,37.9,37.9,37.9,37.9,37.9
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Female,15-29,Rural,33.0,33.0,33.0,33.0,1,,,33.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Female,15-29,Total,29.9,29.9,29.9,29.9,1,,,29.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Female,15-29,Urban,17.8,17.8,17.8,17.8,1,,,17.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Female,15-59,Rural,56.2,56.2,56.2,56.2,1,,,56.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Female,15-59,Total,50.9,50.9,50.9,50.9,1,,,50.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Female,15-59,Urban,29.0,29.0,29.0,29.0,1,,,29.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Female,15 years and above,Rural,52.6,52.6,52.6,52.6,1,,,52.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Female,15 years and above,Total,47.7,47.7,47.7,47.7,1,,,47.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Female,15 years and above,Urban,27.1,27.1,27.1,27.1,1,,,27.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Female,all years,Rural,38.9,38.9,38.9,38.9,1,,,38.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Female,all years,Total,35.3,35.3,35.3,35.3,1,,,35.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Female,all years,Urban,20.5,20.5,20.5,20.5,1,,,20.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Male,15-29,Rural,49.2,49.2,49.2,49.2,1,,,49.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Male,15-29,Total,49.3,49.3,49.3,49.3,1,,,49.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Male,15-29,Urban,49.9,49.9,49.9,49.9,1,,,49.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Male,15-59,Rural,78.7,78.7,78.7,78.7,1,,,78.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Male,15-59,Total,78.6,78.6,78.6,78.6,1,,,78.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Male,15-59,Urban,78.3,78.3,78.3,78.3,1,,,78.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Male,15 years and above,Rural,74.5,74.5,74.5,74.5,1,,,74.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Male,15 years and above,Total,74.4,74.4,74.4,74.4,1,,,74.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Male,15 years and above,Urban,73.9,73.9,73.9,73.9,1,,,73.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Male,all years,Rural,53.4,53.4,53.4,53.4,1,,,53.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Male,all years,Total,53.6,53.6,53.6,53.6,1,,,53.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Male,all years,Urban,54.5,54.5,54.5,54.5,1,,,54.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Persons,15-29,Rural,41.3,41.3,41.3,41.3,1,,41.3,41.3,41.3,41.3,41.3
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Persons,15-29,Total,39.7,39.7,39.7,39.7,1,,39.7,39.7,39.7,39.7,39.7
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Persons,15-29,Urban,33.3,33.3,33.3,33.3,1,,33.3,33.3,33.3,33.3,33.3
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Persons,15-59,Rural,67.7,67.7,67.7,67.7,1,,67.7,67.7,67.7,67.7,67.7
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Persons,15-59,Total,64.9,64.9,64.9,64.9,1,,64.9,64.9,64.9,64.9,64.9
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Persons,15-59,Urban,53.4,53.4,53.4,53.4,1,,53.4,53.4,53.4,53.4,53.4
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Persons,15 years and above,Rural,63.8,63.8,63.8,63.8,1,,63.8,63.8,63.8,63.8,63.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Total,57.0,57.0,57.0,57.0,1,,,57.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Persons,15 years and above,Total,61.2,61.2,61.2,61.2,1,,61.2,61.2,61.2,61.2,61.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Persons,15 years and above,Urban,50.3,50.3,50.3,50.3,1,,50.3,50.3,50.3,50.3,50.3
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Persons,all years,Rural,46.4,46.4,46.4,46.4,1,,46.4,46.4,46.4,46.4,46.4
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Persons,all years,Total,44.7,44.7,44.7,44.7,1,,44.7,44.7,44.7,44.7,44.7
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2018",Persons,all years,Urban,37.5,37.5,37.5,37.5,1,,37.5,37.5,37.5,37.5,37.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Female,15-29,Rural,39.5,39.5,39.5,39.5,1,,,39.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Female,15-29,Total,35.0,35.0,35.0,35.0,1,,,35.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Female,15-29,Urban,16.5,16.5,16.5,16.5,1,,,16.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Female,15-59,Rural,62.8,62.8,62.8,62.8,1,,,62.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Female,15-59,Total,55.6,55.6,55.6,55.6,1,,,55.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Female,15-59,Urban,25.9,25.9,25.9,25.9,1,,,25.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Female,15 years and above,Rural,58.9,58.9,58.9,58.9,1,,,58.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Female,15 years and above,Total,52.1,52.1,52.1,52.1,1,,,52.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Female,15 years and above,Urban,23.9,23.9,23.9,23.9,1,,,23.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Female,all years,Rural,44.1,44.1,44.1,44.1,1,,,44.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Female,all years,Total,39.5,39.5,39.5,39.5,1,,,39.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Female,all years,Urban,18.9,18.9,18.9,18.9,1,,,18.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Male,15-29,Rural,60.5,60.5,60.5,60.5,1,,,60.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Male,15-29,Total,58.3,58.3,58.3,58.3,1,,,58.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Male,15-29,Urban,48.2,48.2,48.2,48.2,1,,,48.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Male,15-59,Rural,82.2,82.2,82.2,82.2,1,,,82.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Male,15-59,Total,80.9,80.9,80.9,80.9,1,,,80.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Male,15-59,Urban,75.2,75.2,75.2,75.2,1,,,75.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Male,15 years and above,Rural,80.5,80.5,80.5,80.5,1,,,80.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Male,15 years and above,Total,78.9,78.9,78.9,78.9,1,,,78.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Male,15 years and above,Urban,72.0,72.0,72.0,72.0,1,,,72.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Male,all years,Rural,58.1,58.1,58.1,58.1,1,,,58.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Male,all years,Total,57.7,57.7,57.7,57.7,1,,,57.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Male,all years,Urban,55.7,55.7,55.7,55.7,1,,,55.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Persons,15-29,Rural,50.1,50.1,50.1,50.1,1,,50.1,50.1,50.1,50.1,50.1
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Persons,15-29,Total,46.6,46.6,46.6,46.6,1,,46.6,46.6,46.6,46.6,46.6
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Persons,15-29,Urban,31.5,31.5,31.5,31.5,1,,31.5,31.5,31.5,31.5,31.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Persons,15-59,Rural,72.5,72.5,72.5,72.5,1,,72.5,72.5,72.5,72.5,72.5
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Persons,15-59,Total,68.2,68.2,68.2,68.2,1,,68.2,68.2,68.2,68.2,68.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Persons,15-59,Urban,50.1,50.1,50.1,50.1,1,,50.1,50.1,50.1,50.1,50.1
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Persons,15 years and above,Rural,69.7,69.7,69.7,69.7,1,,69.7,69.7,69.7,69.7,69.7
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Persons,15 years and above,Total,65.4,65.4,65.4,65.4,1,,65.4,65.4,65.4,65.4,65.4
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Persons,15 years and above,Urban,47.3,47.3,47.3,47.3,1,,47.3,47.3,47.3,47.3,47.3
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Persons,all years,Rural,51.2,51.2,51.2,51.2,1,,51.2,51.2,51.2,51.2,51.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Persons,all years,Total,48.7,48.7,48.7,48.7,1,,48.7,48.7,48.7,48.7,48.7
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2019",Persons,all years,Urban,37.0,37.0,37.0,37.0,1,,37.0,37.0,37.0,37.0,37.0
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Female,15-29,Rural,41.2,41.2,41.2,41.2,1,,,41.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Female,15-29,Total,36.2,36.2,36.2,36.2,1,,,36.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Female,15-29,Urban,15.1,15.1,15.1,15.1,1,,,15.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Female,15-59,Rural,63.9,63.9,63.9,63.9,1,,,63.9,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Female,15-59,Total,56.7,56.7,56.7,56.7,1,,,56.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Female,15-59,Urban,27.4,27.4,27.4,27.4,1,,,27.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Female,15 years and above,Rural,60.0,60.0,60.0,60.0,1,,,60.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Female,15 years and above,Total,53.2,53.2,53.2,53.2,1,,,53.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Female,15 years and above,Urban,25.0,25.0,25.0,25.0,1,,,25.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Female,all years,Rural,46.2,46.2,46.2,46.2,1,,,46.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Female,all years,Total,41.1,41.1,41.1,41.1,1,,,41.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Female,all years,Urban,19.7,19.7,19.7,19.7,1,,,19.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Male,15-29,Rural,55.6,55.6,55.6,55.6,1,,,55.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Male,15-29,Total,53.8,53.8,53.8,53.8,1,,,53.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Male,15-29,Urban,45.5,45.5,45.5,45.5,1,,,45.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Male,15-59,Rural,78.2,78.2,78.2,78.2,1,,,78.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Male,15-59,Total,77.4,77.4,77.4,77.4,1,,,77.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Male,15-59,Urban,74.0,74.0,74.0,74.0,1,,,74.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Male,15 years and above,Rural,74.5,74.5,74.5,74.5,1,,,74.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Male,15 years and above,Total,73.7,73.7,73.7,73.7,1,,,73.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Male,15 years and above,Urban,70.2,70.2,70.2,70.2,1,,,70.2,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Male,all years,Rural,56.0,56.0,56.0,56.0,1,,,56.0,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Male,all years,Total,55.4,55.4,55.4,55.4,1,,,55.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Male,all years,Urban,52.7,52.7,52.7,52.7,1,,,52.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Persons,15-29,Rural,48.7,48.7,48.7,48.7,1,,48.7,48.7,48.7,48.7,48.7
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Persons,15-29,Total,45.3,45.3,45.3,45.3,1,,45.3,45.3,45.3,45.3,45.3
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Persons,15-29,Urban,30.1,30.1,30.1,30.1,1,,30.1,30.1,30.1,30.1,30.1
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Persons,15-59,Rural,71.1,71.1,71.1,71.1,1,,71.1,71.1,71.1,71.1,71.1
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Persons,15-59,Total,67.1,67.1,67.1,67.1,1,,67.1,67.1,67.1,67.1,67.1
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Persons,15-59,Urban,50.6,50.6,50.6,50.6,1,,50.6,50.6,50.6,50.6,50.6
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Persons,15 years and above,Rural,67.4,67.4,67.4,67.4,1,,67.4,67.4,67.4,67.4,67.4
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Persons,15 years and above,Total,63.6,63.6,63.6,63.6,1,,63.6,63.6,63.6,63.6,63.6
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Persons,15 years and above,Urban,47.6,47.6,47.6,47.6,1,,47.6,47.6,47.6,47.6,47.6
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Persons,all years,Rural,51.2,51.2,51.2,51.2,1,,51.2,51.2,51.2,51.2,51.2
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Persons,all years,Total,48.4,48.4,48.4,48.4,1,,48.4,48.4,48.4,48.4,48.4
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2020",Persons,all years,Urban,36.6,36.6,36.6,36.6,1,,36.6,36.6,36.6,36.6,36.6
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",Female,15-29,Rural,37.4,37.4,37.4,37.4,1,,,37.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",Female,15-29,Total,34.5,34.5,34.5,34.5,1,,,34.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",Female,15-29,Urban,20.1,20.1,20.1,20.1,1,,,20.1,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",Female,15-59,Rural,59.7,59.7,59.7,59.7,1,,,59.7,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",Female,15-59,Total,54.5,54.5,54.5,54.5,1,,,54.5,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",Female,15-59,Urban,32.8,32.8,32.8,32.8,1,,,32.8,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",Female,15 years and above,Rural,55.3,55.3,55.3,55.3,1,,,55.3,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",Female,15 years and above,Total,50.6,50.6,50.6,50.6,1,,,50.6,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",Female,15 years and above,Urban,30.4,30.4,30.4,30.4,1,,,30.4,,,
India,Chhattisgarh,22,"Agriculture Year (Jul - Jun), 2021",Female,all years,Rural,41.7,41.7,41.7,41.7,1,,,41.7,,,
