Country,State,State lgd code,Year,Type of area,Gender,Status of employment,Percentage distribution of workers_avg,Percentage distribution of workers_max,Percentage distribution of workers_min,Percentage distribution of workers_sum,Percentage distribution of workers_count,Percentage distribution of workers_stddev,Percentage distribution of workers_LandAreaWeight,Percentage distribution of workers_TotalPopulationWeight,Percentage distribution of workers_NumberOfHouseholdsWeight,Percentage distribution of workers_TotalPopulationMaleWeight,Percentage distribution of workers_TotalPopulationFemaleWeight
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,"Self-Employed own account worker, employer",27.9,27.9,27.9,27.9,1,,27.9,27.9,27.9,27.9,27.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,All self employed,51.6,51.6,51.6,51.6,1,,51.6,51.6,51.6,51.6,51.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Casual labour,16.5,16.5,16.5,16.5,1,,16.5,16.5,16.5,16.5,16.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Regular wage/salary,32.0,32.0,32.0,32.0,1,,32.0,32.0,32.0,32.0,32.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,10.0,10.0,10.0,10.0,1,,10.0,10.0,10.0,10.0,10.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,"Self-Employed own account worker, employer",41.6,41.6,41.6,41.6,1,,41.6,41.6,41.6,41.6,41.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,All self employed,54.0,54.0,54.0,54.0,1,,54.0,54.0,54.0,54.0,54.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Casual labour,17.6,17.6,17.6,17.6,1,,17.6,17.6,17.6,17.6,17.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Regular wage/salary,28.4,28.4,28.4,28.4,1,,28.4,28.4,28.4,28.4,28.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,16.2,16.2,16.2,16.2,1,,16.2,16.2,16.2,16.2,16.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,"Self-Employed own account worker, employer",37.8,37.8,37.8,37.8,1,,37.8,37.8,37.8,37.8,37.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Female,All self employed,43.1,43.1,43.1,43.1,1,,43.1,43.1,43.1,43.1,43.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Casual labour,9.5,9.5,9.5,9.5,1,,9.5,9.5,9.5,9.5,9.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Regular wage/salary,47.3,47.3,47.3,47.3,1,,47.3,47.3,47.3,47.3,47.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Self-Employed helper in hoursehold enterprise,11.8,11.8,11.8,11.8,1,,11.8,11.8,11.8,11.8,11.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Female,"Self-Employed own account worker, employer",31.4,31.4,31.4,31.4,1,,31.4,31.4,31.4,31.4,31.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Male,All self employed,41.7,41.7,41.7,41.7,1,,41.7,41.7,41.7,41.7,41.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Casual labour,7.1,7.1,7.1,7.1,1,,7.1,7.1,7.1,7.1,7.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Regular wage/salary,51.2,51.2,51.2,51.2,1,,51.2,51.2,51.2,51.2,51.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Self-Employed helper in hoursehold enterprise,5.5,5.5,5.5,5.5,1,,5.5,5.5,5.5,5.5,5.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Male,"Self-Employed own account worker, employer",36.1,36.1,36.1,36.1,1,,36.1,36.1,36.1,36.1,36.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,All self employed,42.0,42.0,42.0,42.0,1,,42.0,42.0,42.0,42.0,42.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Casual labour,7.6,7.6,7.6,7.6,1,,7.6,7.6,7.6,7.6,7.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Regular wage/salary,50.5,50.5,50.5,50.5,1,,50.5,50.5,50.5,50.5,50.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Self-Employed helper in hoursehold enterprise,6.8,6.8,6.8,6.8,1,,6.8,6.8,6.8,6.8,6.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,"Self-Employed own account worker, employer",35.2,35.2,35.2,35.2,1,,35.2,35.2,35.2,35.2,35.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Female,All self employed,67.1,67.1,67.1,67.1,1,,67.1,67.1,67.1,67.1,67.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Casual labour,23.6,23.6,23.6,23.6,1,,23.6,23.6,23.6,23.6,23.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Regular wage/salary,9.4,9.4,9.4,9.4,1,,9.4,9.4,9.4,9.4,9.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Self-Employed helper in hoursehold enterprise,39.6,39.6,39.6,39.6,1,,39.6,39.6,39.6,39.6,39.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Female,"Self-Employed own account worker, employer",27.5,27.5,27.5,27.5,1,,27.5,27.5,27.5,27.5,27.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Male,All self employed,56.9,56.9,56.9,56.9,1,,56.9,56.9,56.9,56.9,56.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Casual labour,21.4,21.4,21.4,21.4,1,,21.4,21.4,21.4,21.4,21.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Regular wage/salary,21.7,21.7,21.7,21.7,1,,21.7,21.7,21.7,21.7,21.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Self-Employed helper in hoursehold enterprise,13.9,13.9,13.9,13.9,1,,13.9,13.9,13.9,13.9,13.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Male,"Self-Employed own account worker, employer",43.1,43.1,43.1,43.1,1,,43.1,43.1,43.1,43.1,43.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,All self employed,60.5,60.5,60.5,60.5,1,,60.5,60.5,60.5,60.5,60.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Casual labour,22.1,22.1,22.1,22.1,1,,22.1,22.1,22.1,22.1,22.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Regular wage/salary,17.4,17.4,17.4,17.4,1,,17.4,17.4,17.4,17.4,17.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Self-Employed helper in hoursehold enterprise,22.8,22.8,22.8,22.8,1,,22.8,22.8,22.8,22.8,22.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,"Self-Employed own account worker, employer",37.7,37.7,37.7,37.7,1,,37.7,37.7,37.7,37.7,37.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,All self employed,61.2,61.2,61.2,61.2,1,,61.2,61.2,61.2,61.2,61.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Casual labour,19.5,19.5,19.5,19.5,1,,19.5,19.5,19.5,19.5,19.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Regular wage/salary,19.3,19.3,19.3,19.3,1,,19.3,19.3,19.3,19.3,19.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,33.4,33.4,33.4,33.4,1,,33.4,33.4,33.4,33.4,33.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,"Self-Employed own account worker, employer",27.7,27.7,27.7,27.7,1,,27.7,27.7,27.7,27.7,27.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,All self employed,51.6,51.6,51.6,51.6,1,,51.6,51.6,51.6,51.6,51.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Casual labour,14.9,14.9,14.9,14.9,1,,14.9,14.9,14.9,14.9,14.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Regular wage/salary,33.5,33.5,33.5,33.5,1,,33.5,33.5,33.5,33.5,33.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,10.3,10.3,10.3,10.3,1,,10.3,10.3,10.3,10.3,10.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,"Self-Employed own account worker, employer",41.3,41.3,41.3,41.3,1,,41.3,41.3,41.3,41.3,41.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,All self employed,54.4,54.4,54.4,54.4,1,,54.4,54.4,54.4,54.4,54.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Casual labour,16.2,16.2,16.2,16.2,1,,16.2,16.2,16.2,16.2,16.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Regular wage/salary,29.4,29.4,29.4,29.4,1,,29.4,29.4,29.4,29.4,29.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,17.0,17.0,17.0,17.0,1,,17.0,17.0,17.0,17.0,17.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,"Self-Employed own account worker, employer",37.4,37.4,37.4,37.4,1,,37.4,37.4,37.4,37.4,37.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Female,All self employed,41.1,41.1,41.1,41.1,1,,41.1,41.1,41.1,41.1,41.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Casual labour,5.7,5.7,5.7,5.7,1,,5.7,5.7,5.7,5.7,5.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Regular wage/salary,53.2,53.2,53.2,53.2,1,,53.2,53.2,53.2,53.2,53.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Self-Employed helper in hoursehold enterprise,12.6,12.6,12.6,12.6,1,,12.6,12.6,12.6,12.6,12.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Female,"Self-Employed own account worker, employer",28.5,28.5,28.5,28.5,1,,28.5,28.5,28.5,28.5,28.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Male,All self employed,44.1,44.1,44.1,44.1,1,,44.1,44.1,44.1,44.1,44.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Casual labour,5.8,5.8,5.8,5.8,1,,5.8,5.8,5.8,5.8,5.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Regular wage/salary,50.1,50.1,50.1,50.1,1,,50.1,50.1,50.1,50.1,50.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Self-Employed helper in hoursehold enterprise,5.3,5.3,5.3,5.3,1,,5.3,5.3,5.3,5.3,5.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Male,"Self-Employed own account worker, employer",38.9,38.9,38.9,38.9,1,,38.9,38.9,38.9,38.9,38.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,All self employed,43.6,43.6,43.6,43.6,1,,43.6,43.6,43.6,43.6,43.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Casual labour,5.8,5.8,5.8,5.8,1,,5.8,5.8,5.8,5.8,5.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Regular wage/salary,50.6,50.6,50.6,50.6,1,,50.6,50.6,50.6,50.6,50.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Self-Employed helper in hoursehold enterprise,6.6,6.6,6.6,6.6,1,,6.6,6.6,6.6,6.6,6.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,"Self-Employed own account worker, employer",37.0,37.0,37.0,37.0,1,,37.0,37.0,37.0,37.0,37.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Female,All self employed,71.4,71.4,71.4,71.4,1,,71.4,71.4,71.4,71.4,71.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Casual labour,18.8,18.8,18.8,18.8,1,,18.8,18.8,18.8,18.8,18.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Regular wage/salary,9.8,9.8,9.8,9.8,1,,9.8,9.8,9.8,9.8,9.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Self-Employed helper in hoursehold enterprise,40.6,40.6,40.6,40.6,1,,40.6,40.6,40.6,40.6,40.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Female,"Self-Employed own account worker, employer",30.8,30.8,30.8,30.8,1,,30.8,30.8,30.8,30.8,30.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Male,All self employed,59.0,59.0,59.0,59.0,1,,59.0,59.0,59.0,59.0,59.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Casual labour,17.5,17.5,17.5,17.5,1,,17.5,17.5,17.5,17.5,17.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Regular wage/salary,23.5,23.5,23.5,23.5,1,,23.5,23.5,23.5,23.5,23.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Self-Employed helper in hoursehold enterprise,14.3,14.3,14.3,14.3,1,,14.3,14.3,14.3,14.3,14.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Male,"Self-Employed own account worker, employer",44.7,44.7,44.7,44.7,1,,44.7,44.7,44.7,44.7,44.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,All self employed,63.3,63.3,63.3,63.3,1,,63.3,63.3,63.3,63.3,63.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Casual labour,17.9,17.9,17.9,17.9,1,,17.9,17.9,17.9,17.9,17.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Regular wage/salary,18.8,18.8,18.8,18.8,1,,18.8,18.8,18.8,18.8,18.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Self-Employed helper in hoursehold enterprise,23.3,23.3,23.3,23.3,1,,23.3,23.3,23.3,23.3,23.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,"Self-Employed own account worker, employer",39.9,39.9,39.9,39.9,1,,39.9,39.9,39.9,39.9,39.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,All self employed,66.6,66.6,66.6,66.6,1,,66.6,66.6,66.6,66.6,66.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Casual labour,16.2,16.2,16.2,16.2,1,,16.2,16.2,16.2,16.2,16.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Regular wage/salary,17.2,17.2,17.2,17.2,1,,17.2,17.2,17.2,17.2,17.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,32.4,32.4,32.4,32.4,1,,32.4,32.4,32.4,32.4,32.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,"Self-Employed own account worker, employer",34.2,34.2,34.2,34.2,1,,34.2,34.2,34.2,34.2,34.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,All self employed,49.6,49.6,49.6,49.6,1,,49.6,49.6,49.6,49.6,49.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Casual labour,13.1,13.1,13.1,13.1,1,,13.1,13.1,13.1,13.1,13.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Regular wage/salary,37.4,37.4,37.4,37.4,1,,37.4,37.4,37.4,37.4,37.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,10.4,10.4,10.4,10.4,1,,10.4,10.4,10.4,10.4,10.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,"Self-Employed own account worker, employer",39.1,39.1,39.1,39.1,1,,39.1,39.1,39.1,39.1,39.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,All self employed,54.5,54.5,54.5,54.5,1,,54.5,54.5,54.5,54.5,54.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Casual labour,14.0,14.0,14.0,14.0,1,,14.0,14.0,14.0,14.0,14.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Regular wage/salary,31.6,31.6,31.6,31.6,1,,31.6,31.6,31.6,31.6,31.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,16.7,16.7,16.7,16.7,1,,16.7,16.7,16.7,16.7,16.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,"Self-Employed own account worker, employer",37.7,37.7,37.7,37.7,1,,37.7,37.7,37.7,37.7,37.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Female,All self employed,53.2,53.2,53.2,53.2,1,,53.2,53.2,53.2,53.2,53.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Casual labour,9.1,9.1,9.1,9.1,1,,9.1,9.1,9.1,9.1,9.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Regular wage/salary,37.7,37.7,37.7,37.7,1,,37.7,37.7,37.7,37.7,37.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Self-Employed helper in hoursehold enterprise,9.5,9.5,9.5,9.5,1,,9.5,9.5,9.5,9.5,9.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Female,"Self-Employed own account worker, employer",43.7,43.7,43.7,43.7,1,,43.7,43.7,43.7,43.7,43.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Male,All self employed,37.2,37.2,37.2,37.2,1,,37.2,37.2,37.2,37.2,37.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Casual labour,7.3,7.3,7.3,7.3,1,,7.3,7.3,7.3,7.3,7.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Regular wage/salary,55.5,55.5,55.5,55.5,1,,55.5,55.5,55.5,55.5,55.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Self-Employed helper in hoursehold enterprise,5.3,5.3,5.3,5.3,1,,5.3,5.3,5.3,5.3,5.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Male,"Self-Employed own account worker, employer",31.8,31.8,31.8,31.8,1,,31.8,31.8,31.8,31.8,31.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,All self employed,40.3,40.3,40.3,40.3,1,,40.3,40.3,40.3,40.3,40.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Casual labour,7.7,7.7,7.7,7.7,1,,7.7,7.7,7.7,7.7,7.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Regular wage/salary,52.0,52.0,52.0,52.0,1,,52.0,52.0,52.0,52.0,52.0
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Self-Employed helper in hoursehold enterprise,6.2,6.2,6.2,6.2,1,,6.2,6.2,6.2,6.2,6.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,"Self-Employed own account worker, employer",34.2,34.2,34.2,34.2,1,,34.2,34.2,34.2,34.2,34.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Female,All self employed,71.1,71.1,71.1,71.1,1,,71.1,71.1,71.1,71.1,71.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Casual labour,21.4,21.4,21.4,21.4,1,,21.4,21.4,21.4,21.4,21.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Regular wage/salary,7.5,7.5,7.5,7.5,1,,7.5,7.5,7.5,7.5,7.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Self-Employed helper in hoursehold enterprise,38.9,38.9,38.9,38.9,1,,38.9,38.9,38.9,38.9,38.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Female,"Self-Employed own account worker, employer",32.3,32.3,32.3,32.3,1,,32.3,32.3,32.3,32.3,32.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Male,All self employed,53.6,53.6,53.6,53.6,1,,53.6,53.6,53.6,53.6,53.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Casual labour,22.3,22.3,22.3,22.3,1,,22.3,22.3,22.3,22.3,22.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Regular wage/salary,24.1,24.1,24.1,24.1,1,,24.1,24.1,24.1,24.1,24.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Self-Employed helper in hoursehold enterprise,12.5,12.5,12.5,12.5,1,,12.5,12.5,12.5,12.5,12.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Male,"Self-Employed own account worker, employer",41.1,41.1,41.1,41.1,1,,41.1,41.1,41.1,41.1,41.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,All self employed,60.4,60.4,60.4,60.4,1,,60.4,60.4,60.4,60.4,60.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Casual labour,21.9,21.9,21.9,21.9,1,,21.9,21.9,21.9,21.9,21.9
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Regular wage/salary,17.6,17.6,17.6,17.6,1,,17.6,17.6,17.6,17.6,17.6
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Self-Employed helper in hoursehold enterprise,22.7,22.7,22.7,22.7,1,,22.7,22.7,22.7,22.7,22.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,"Self-Employed own account worker, employer",37.7,37.7,37.7,37.7,1,,37.7,37.7,37.7,37.7,37.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,All self employed,65.4,65.4,65.4,65.4,1,,65.4,65.4,65.4,65.4,65.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Casual labour,17.3,17.3,17.3,17.3,1,,17.3,17.3,17.3,17.3,17.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Regular wage/salary,17.2,17.2,17.2,17.2,1,,17.2,17.2,17.2,17.2,17.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,31.7,31.7,31.7,31.7,1,,31.7,31.7,31.7,31.7,31.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,"Self-Employed own account worker, employer",33.7,33.7,33.7,33.7,1,,33.7,33.7,33.7,33.7,33.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,All self employed,47.2,47.2,47.2,47.2,1,,47.2,47.2,47.2,47.2,47.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Casual labour,16.1,16.1,16.1,16.1,1,,16.1,16.1,16.1,16.1,16.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Regular wage/salary,36.7,36.7,36.7,36.7,1,,36.7,36.7,36.7,36.7,36.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,9.8,9.8,9.8,9.8,1,,9.8,9.8,9.8,9.8,9.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,"Self-Employed own account worker, employer",37.4,37.4,37.4,37.4,1,,37.4,37.4,37.4,37.4,37.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,All self employed,53.2,53.2,53.2,53.2,1,,53.2,53.2,53.2,53.2,53.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Casual labour,16.5,16.5,16.5,16.5,1,,16.5,16.5,16.5,16.5,16.5
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Regular wage/salary,30.3,30.3,30.3,30.3,1,,30.3,30.3,30.3,30.3,30.3
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,17.1,17.1,17.1,17.1,1,,17.1,17.1,17.1,17.1,17.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,"Self-Employed own account worker, employer",36.2,36.2,36.2,36.2,1,,36.2,36.2,36.2,36.2,36.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Urban,Female,All self employed,49.8,49.8,49.8,49.8,1,,49.8,49.8,49.8,49.8,49.8
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Casual labour,6.2,6.2,6.2,6.2,1,,6.2,6.2,6.2,6.2,6.2
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Regular wage/salary,44.1,44.1,44.1,44.1,1,,44.1,44.1,44.1,44.1,44.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Self-Employed helper in hoursehold enterprise,12.1,12.1,12.1,12.1,1,,12.1,12.1,12.1,12.1,12.1
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Urban,Female,"Self-Employed own account worker, employer",37.7,37.7,37.7,37.7,1,,37.7,37.7,37.7,37.7,37.7
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Urban,Male,All self employed,38.4,38.4,38.4,38.4,1,,38.4,38.4,38.4,38.4,38.4
India,Gujarat,24,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Casual labour,7.7,7.7,7.7,7.7,1,,7.7,7.7,7.7,7.7,7.7
