Country,Year,Type of industry of work,Type of area,Gender,Status of employment,Percentage distribution of workers_avg,Percentage distribution of workers_max,Percentage distribution of workers_min,Percentage distribution of workers_sum,Percentage distribution of workers_count,Percentage distribution of workers_stddev,Percentage distribution of workers_LandAreaWeight,Percentage distribution of workers_TotalPopulationWeight,Percentage distribution of workers_NumberOfHouseholdsWeight,Percentage distribution of workers_TotalPopulationMaleWeight,Percentage distribution of workers_TotalPopulationFemaleWeight
India,"Agriculture Year (Jul - Jun), 2020",05-09 (mining & quarrying),Urban,Male,Self-Employed helper in hoursehold enterprise,3.1,3.1,3.1,3.1,1,,3.1,3.1,3.1,3.1,3.1
India,"Agriculture Year (Jul - Jun), 2020",05-09 (mining & quarrying),Urban,Male,"Self-Employed own account worker, employer",14.6,14.6,14.6,14.6,1,,14.6,14.6,14.6,14.6,14.6
India,"Agriculture Year (Jul - Jun), 2020",05-09 (mining & quarrying),Urban,Persons,All self employed,17.0,17.0,17.0,17.0,1,,17.0,17.0,17.0,17.0,17.0
India,"Agriculture Year (Jul - Jun), 2020",05-09 (mining & quarrying),Urban,Persons,Casual labour,9.2,9.2,9.2,9.2,1,,9.2,9.2,9.2,9.2,9.2
India,"Agriculture Year (Jul - Jun), 2020",05-09 (mining & quarrying),Urban,Persons,Regular wage/salary,73.8,73.8,73.8,73.8,1,,73.8,73.8,73.8,73.8,73.8
India,"Agriculture Year (Jul - Jun), 2020",05-09 (mining & quarrying),Urban,Persons,Self-Employed helper in hoursehold enterprise,3.0,3.0,3.0,3.0,1,,3.0,3.0,3.0,3.0,3.0
India,"Agriculture Year (Jul - Jun), 2020",05-09 (mining & quarrying),Urban,Persons,"Self-Employed own account worker, employer",14.0,14.0,14.0,14.0,1,,14.0,14.0,14.0,14.0,14.0
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Female,All self employed,42.9,42.9,42.9,42.9,1,,42.9,42.9,42.9,42.9,42.9
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Female,Casual labour,48.6,48.6,48.6,48.6,1,,48.6,48.6,48.6,48.6,48.6
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Female,Regular wage/salary,8.4,8.4,8.4,8.4,1,,8.4,8.4,8.4,8.4,8.4
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Female,Self-Employed helper in hoursehold enterprise,8.8,8.8,8.8,8.8,1,,8.8,8.8,8.8,8.8,8.8
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Female,"Self-Employed own account worker, employer",34.1,34.1,34.1,34.1,1,,34.1,34.1,34.1,34.1,34.1
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Male,All self employed,21.9,21.9,21.9,21.9,1,,21.9,21.9,21.9,21.9,21.9
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Male,Casual labour,61.0,61.0,61.0,61.0,1,,61.0,61.0,61.0,61.0,61.0
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Male,Regular wage/salary,17.1,17.1,17.1,17.1,1,,17.1,17.1,17.1,17.1,17.1
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Male,Self-Employed helper in hoursehold enterprise,1.5,1.5,1.5,1.5,1,,1.5,1.5,1.5,1.5,1.5
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Male,"Self-Employed own account worker, employer",20.4,20.4,20.4,20.4,1,,20.4,20.4,20.4,20.4,20.4
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Persons,All self employed,26.3,26.3,26.3,26.3,1,,26.3,26.3,26.3,26.3,26.3
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Persons,Casual labour,58.4,58.4,58.4,58.4,1,,58.4,58.4,58.4,58.4,58.4
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Persons,Regular wage/salary,15.3,15.3,15.3,15.3,1,,15.3,15.3,15.3,15.3,15.3
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Persons,Self-Employed helper in hoursehold enterprise,3.0,3.0,3.0,3.0,1,,3.0,3.0,3.0,3.0,3.0
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural,Persons,"Self-Employed own account worker, employer",23.3,23.3,23.3,23.3,1,,23.3,23.3,23.3,23.3,23.3
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Female,All self employed,47.3,47.3,47.3,47.3,1,,47.3,47.3,47.3,47.3,47.3
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Female,Casual labour,38.9,38.9,38.9,38.9,1,,38.9,38.9,38.9,38.9,38.9
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Female,Regular wage/salary,13.8,13.8,13.8,13.8,1,,13.8,13.8,13.8,13.8,13.8
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,9.2,9.2,9.2,9.2,1,,9.2,9.2,9.2,9.2,9.2
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Female,"Self-Employed own account worker, employer",38.1,38.1,38.1,38.1,1,,38.1,38.1,38.1,38.1,38.1
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Male,All self employed,23.1,23.1,23.1,23.1,1,,23.1,23.1,23.1,23.1,23.1
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Male,Casual labour,50.3,50.3,50.3,50.3,1,,50.3,50.3,50.3,50.3,50.3
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Male,Regular wage/salary,26.6,26.6,26.6,26.6,1,,26.6,26.6,26.6,26.6,26.6
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,2.0,2.0,2.0,2.0,1,,2.0,2.0,2.0,2.0,2.0
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Male,"Self-Employed own account worker, employer",21.1,21.1,21.1,21.1,1,,21.1,21.1,21.1,21.1,21.1
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Persons,All self employed,28.0,28.0,28.0,28.0,1,,28.0,28.0,28.0,28.0,28.0
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Persons,Casual labour,48.0,48.0,48.0,48.0,1,,48.0,48.0,48.0,48.0,48.0
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Persons,Regular wage/salary,24.0,24.0,24.0,24.0,1,,24.0,24.0,24.0,24.0,24.0
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,3.5,3.5,3.5,3.5,1,,3.5,3.5,3.5,3.5,3.5
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Rural+Urban,Persons,"Self-Employed own account worker, employer",24.5,24.5,24.5,24.5,1,,24.5,24.5,24.5,24.5,24.5
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Female,All self employed,55.5,55.5,55.5,55.5,1,,55.5,55.5,55.5,55.5,55.5
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Female,Casual labour,20.8,20.8,20.8,20.8,1,,20.8,20.8,20.8,20.8,20.8
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Female,Regular wage/salary,23.7,23.7,23.7,23.7,1,,23.7,23.7,23.7,23.7,23.7
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Female,Self-Employed helper in hoursehold enterprise,10.0,10.0,10.0,10.0,1,,10.0,10.0,10.0,10.0,10.0
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Female,"Self-Employed own account worker, employer",45.5,45.5,45.5,45.5,1,,45.5,45.5,45.5,45.5,45.5
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Male,All self employed,25.0,25.0,25.0,25.0,1,,25.0,25.0,25.0,25.0,25.0
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Male,Casual labour,32.0,32.0,32.0,32.0,1,,32.0,32.0,32.0,32.0,32.0
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Male,Self-Employed helper in hoursehold enterprise,2.9,2.9,2.9,2.9,1,,2.9,2.9,2.9,2.9,2.9
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Male,"Self-Employed own account worker, employer",22.2,22.2,22.2,22.2,1,,22.2,22.2,22.2,22.2,22.2
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Persons,All self employed,31.0,31.0,31.0,31.0,1,,31.0,31.0,31.0,31.0,31.0
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Persons,Casual labour,29.8,29.8,29.8,29.8,1,,29.8,29.8,29.8,29.8,29.8
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Persons,Regular wage/salary,39.2,39.2,39.2,39.2,1,,39.2,39.2,39.2,39.2,39.2
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Persons,Self-Employed helper in hoursehold enterprise,4.2,4.2,4.2,4.2,1,,4.2,4.2,4.2,4.2,4.2
India,"Agriculture Year (Jul - Jun), 2020",05-43 (secondary),Urban,Persons,"Self-Employed own account worker, employer",26.7,26.7,26.7,26.7,1,,26.7,26.7,26.7,26.7,26.7
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Female,All self employed,77.6,77.6,77.6,77.6,1,,77.6,77.6,77.6,77.6,77.6
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Female,Casual labour,8.5,8.5,8.5,8.5,1,,8.5,8.5,8.5,8.5,8.5
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Female,Regular wage/salary,14.0,14.0,14.0,14.0,1,,14.0,14.0,14.0,14.0,14.0
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Female,Self-Employed helper in hoursehold enterprise,15.8,15.8,15.8,15.8,1,,15.8,15.8,15.8,15.8,15.8
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Female,"Self-Employed own account worker, employer",61.7,61.7,61.7,61.7,1,,61.7,61.7,61.7,61.7,61.7
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Male,All self employed,41.4,41.4,41.4,41.4,1,,41.4,41.4,41.4,41.4,41.4
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Male,Casual labour,17.0,17.0,17.0,17.0,1,,17.0,17.0,17.0,17.0,17.0
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Male,Regular wage/salary,41.7,41.7,41.7,41.7,1,,41.7,41.7,41.7,41.7,41.7
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Male,Self-Employed helper in hoursehold enterprise,3.9,3.9,3.9,3.9,1,,3.9,3.9,3.9,3.9,3.9
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Male,"Self-Employed own account worker, employer",37.5,37.5,37.5,37.5,1,,37.5,37.5,37.5,37.5,37.5
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Persons,All self employed,52.8,52.8,52.8,52.8,1,,52.8,52.8,52.8,52.8,52.8
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Persons,Casual labour,14.3,14.3,14.3,14.3,1,,14.3,14.3,14.3,14.3,14.3
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Persons,Regular wage/salary,33.0,33.0,33.0,33.0,1,,33.0,33.0,33.0,33.0,33.0
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Persons,Self-Employed helper in hoursehold enterprise,7.6,7.6,7.6,7.6,1,,7.6,7.6,7.6,7.6,7.6
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural,Persons,"Self-Employed own account worker, employer",45.1,45.1,45.1,45.1,1,,45.1,45.1,45.1,45.1,45.1
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Female,All self employed,72.5,72.5,72.5,72.5,1,,72.5,72.5,72.5,72.5,72.5
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Female,Casual labour,8.2,8.2,8.2,8.2,1,,8.2,8.2,8.2,8.2,8.2
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Female,Regular wage/salary,19.2,19.2,19.2,19.2,1,,19.2,19.2,19.2,19.2,19.2
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,14.1,14.1,14.1,14.1,1,,14.1,14.1,14.1,14.1,14.1
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Female,"Self-Employed own account worker, employer",58.4,58.4,58.4,58.4,1,,58.4,58.4,58.4,58.4,58.4
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Male,All self employed,34.9,34.9,34.9,34.9,1,,34.9,34.9,34.9,34.9,34.9
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Male,Casual labour,13.2,13.2,13.2,13.2,1,,13.2,13.2,13.2,13.2,13.2
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Male,Regular wage/salary,51.9,51.9,51.9,51.9,1,,51.9,51.9,51.9,51.9,51.9
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,4.0,4.0,4.0,4.0,1,,4.0,4.0,4.0,4.0,4.0
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Male,"Self-Employed own account worker, employer",30.9,30.9,30.9,30.9,1,,30.9,30.9,30.9,30.9,30.9
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Persons,All self employed,45.7,45.7,45.7,45.7,1,,45.7,45.7,45.7,45.7,45.7
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Persons,Casual labour,11.8,11.8,11.8,11.8,1,,11.8,11.8,11.8,11.8,11.8
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Persons,Regular wage/salary,42.5,42.5,42.5,42.5,1,,42.5,42.5,42.5,42.5,42.5
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,6.9,6.9,6.9,6.9,1,,6.9,6.9,6.9,6.9,6.9
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Rural+Urban,Persons,"Self-Employed own account worker, employer",38.8,38.8,38.8,38.8,1,,38.8,38.8,38.8,38.8,38.8
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Female,All self employed,66.2,66.2,66.2,66.2,1,,66.2,66.2,66.2,66.2,66.2
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Female,Casual labour,7.9,7.9,7.9,7.9,1,,7.9,7.9,7.9,7.9,7.9
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Female,Regular wage/salary,25.8,25.8,25.8,25.8,1,,25.8,25.8,25.8,25.8,25.8
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Female,Self-Employed helper in hoursehold enterprise,12.0,12.0,12.0,12.0,1,,12.0,12.0,12.0,12.0,12.0
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Female,"Self-Employed own account worker, employer",54.3,54.3,54.3,54.3,1,,54.3,54.3,54.3,54.3,54.3
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Male,All self employed,28.6,28.6,28.6,28.6,1,,28.6,28.6,28.6,28.6,28.6
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Male,Casual labour,9.6,9.6,9.6,9.6,1,,9.6,9.6,9.6,9.6,9.6
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Male,Regular wage/salary,61.8,61.8,61.8,61.8,1,,61.8,61.8,61.8,61.8,61.8
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Male,Self-Employed helper in hoursehold enterprise,4.1,4.1,4.1,4.1,1,,4.1,4.1,4.1,4.1,4.1
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Male,"Self-Employed own account worker, employer",24.5,24.5,24.5,24.5,1,,24.5,24.5,24.5,24.5,24.5
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Persons,All self employed,38.4,38.4,38.4,38.4,1,,38.4,38.4,38.4,38.4,38.4
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Persons,Casual labour,9.2,9.2,9.2,9.2,1,,9.2,9.2,9.2,9.2,9.2
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Persons,Regular wage/salary,52.4,52.4,52.4,52.4,1,,52.4,52.4,52.4,52.4,52.4
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Persons,Self-Employed helper in hoursehold enterprise,6.2,6.2,6.2,6.2,1,,6.2,6.2,6.2,6.2,6.2
India,"Agriculture Year (Jul - Jun), 2020",10-33 (manufacturing),Urban,Persons,"Self-Employed own account worker, employer",32.3,32.3,32.3,32.3,1,,32.3,32.3,32.3,32.3,32.3
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Female,All self employed,0.7,0.7,0.7,0.7,1,,0.7,0.7,0.7,0.7,0.7
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Female,Casual labour,15.3,15.3,15.3,15.3,1,,15.3,15.3,15.3,15.3,15.3
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Female,Regular wage/salary,84.0,84.0,84.0,84.0,1,,84.0,84.0,84.0,84.0,84.0
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Female,Self-Employed helper in hoursehold enterprise,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Female,"Self-Employed own account worker, employer",0.7,0.7,0.7,0.7,1,,0.7,0.7,0.7,0.7,0.7
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Male,All self employed,15.1,15.1,15.1,15.1,1,,15.1,15.1,15.1,15.1,15.1
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Male,Casual labour,10.2,10.2,10.2,10.2,1,,10.2,10.2,10.2,10.2,10.2
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Male,Regular wage/salary,74.7,74.7,74.7,74.7,1,,74.7,74.7,74.7,74.7,74.7
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Male,Self-Employed helper in hoursehold enterprise,0.7,0.7,0.7,0.7,1,,0.7,0.7,0.7,0.7,0.7
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Male,"Self-Employed own account worker, employer",14.4,14.4,14.4,14.4,1,,14.4,14.4,14.4,14.4,14.4
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Persons,All self employed,14.4,14.4,14.4,14.4,1,,14.4,14.4,14.4,14.4,14.4
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Persons,Casual labour,10.5,10.5,10.5,10.5,1,,10.5,10.5,10.5,10.5,10.5
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Persons,Regular wage/salary,75.1,75.1,75.1,75.1,1,,75.1,75.1,75.1,75.1,75.1
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Persons,Self-Employed helper in hoursehold enterprise,0.7,0.7,0.7,0.7,1,,0.7,0.7,0.7,0.7,0.7
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural,Persons,"Self-Employed own account worker, employer",13.7,13.7,13.7,13.7,1,,13.7,13.7,13.7,13.7,13.7
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Female,All self employed,21.1,21.1,21.1,21.1,1,,21.1,21.1,21.1,21.1,21.1
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Female,Casual labour,10.7,10.7,10.7,10.7,1,,10.7,10.7,10.7,10.7,10.7
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Female,Regular wage/salary,68.1,68.1,68.1,68.1,1,,68.1,68.1,68.1,68.1,68.1
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,0.7,0.7,0.7,0.7,1,,0.7,0.7,0.7,0.7,0.7
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Female,"Self-Employed own account worker, employer",20.4,20.4,20.4,20.4,1,,20.4,20.4,20.4,20.4,20.4
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Male,All self employed,18.9,18.9,18.9,18.9,1,,18.9,18.9,18.9,18.9,18.9
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Male,Casual labour,7.8,7.8,7.8,7.8,1,,7.8,7.8,7.8,7.8,7.8
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Male,Regular wage/salary,73.3,73.3,73.3,73.3,1,,73.3,73.3,73.3,73.3,73.3
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,1.9,1.9,1.9,1.9,1,,1.9,1.9,1.9,1.9,1.9
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Male,"Self-Employed own account worker, employer",17.0,17.0,17.0,17.0,1,,17.0,17.0,17.0,17.0,17.0
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Persons,All self employed,19.1,19.1,19.1,19.1,1,,19.1,19.1,19.1,19.1,19.1
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Persons,Casual labour,8.0,8.0,8.0,8.0,1,,8.0,8.0,8.0,8.0,8.0
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Persons,Regular wage/salary,72.9,72.9,72.9,72.9,1,,72.9,72.9,72.9,72.9,72.9
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,1.8,1.8,1.8,1.8,1,,1.8,1.8,1.8,1.8,1.8
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Rural+Urban,Persons,"Self-Employed own account worker, employer",17.3,17.3,17.3,17.3,1,,17.3,17.3,17.3,17.3,17.3
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Urban,Female,All self employed,28.0,28.0,28.0,28.0,1,,28.0,28.0,28.0,28.0,28.0
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Urban,Female,Casual labour,9.2,9.2,9.2,9.2,1,,9.2,9.2,9.2,9.2,9.2
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Urban,Female,Regular wage/salary,62.8,62.8,62.8,62.8,1,,62.8,62.8,62.8,62.8,62.8
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Urban,Female,Self-Employed helper in hoursehold enterprise,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Urban,Female,"Self-Employed own account worker, employer",27.0,27.0,27.0,27.0,1,,27.0,27.0,27.0,27.0,27.0
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Urban,Male,All self employed,22.3,22.3,22.3,22.3,1,,22.3,22.3,22.3,22.3,22.3
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Urban,Male,Casual labour,5.6,5.6,5.6,5.6,1,,5.6,5.6,5.6,5.6,5.6
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Urban,Male,Regular wage/salary,72.1,72.1,72.1,72.1,1,,72.1,72.1,72.1,72.1,72.1
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Urban,Male,Self-Employed helper in hoursehold enterprise,2.9,2.9,2.9,2.9,1,,2.9,2.9,2.9,2.9,2.9
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Urban,Male,"Self-Employed own account worker, employer",19.4,19.4,19.4,19.4,1,,19.4,19.4,19.4,19.4,19.4
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Urban,Persons,All self employed,22.9,22.9,22.9,22.9,1,,22.9,22.9,22.9,22.9,22.9
India,"Agriculture Year (Jul - Jun), 2020",35-39 (electricity and water supply),Urban,Persons,Casual labour,6.0,6.0,6.0,6.0,1,,6.0,6.0,6.0,6.0,6.0
